motif_DB	motif_ID	motif_ALT_ID	seq_ID	seq_Score	seq_Class	is_holdout?
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9440	7.55	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8906	7.55	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5062	7.54	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6947	7.54	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10241	7.52	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5417	7.52	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_768	7.51	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4272	7.51	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1642	7.51	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7737	7.50	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6605	7.50	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11973	7.49	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8074	7.49	tp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8052	7.47	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10760	7.47	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10003	7.47	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10398	7.47	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9854	7.47	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4109	7.47	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9999	7.47	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10754	7.47	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10555	7.46	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7249	7.46	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10610	7.42	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10721	7.42	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10832	7.41	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_2789	7.40	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4293	7.40	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10389	7.38	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1174	7.38	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9392	7.35	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3388	7.35	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5916	7.35	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10624	7.34	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5143	7.34	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6591	7.32	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7852	7.28	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1695	7.27	tp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9289	7.27	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1618	7.27	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9930	7.27	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3314	7.26	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4546	7.23	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8439	7.22	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7355	7.21	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3198	7.20	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5364	7.20	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3447	7.19	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9744	7.18	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6394	7.18	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7657	7.17	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4713	7.15	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4714	7.15	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1221	7.15	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4219	7.14	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8644	7.14	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_781	7.14	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8937	7.14	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5646	7.13	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3988	7.13	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10530	7.12	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8167	7.11	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10060	7.11	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7521	7.11	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8705	7.10	tp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3287	7.09	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5617	7.09	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9774	7.07	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7169	7.07	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5479	7.04	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_585	7.00	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1237	6.99	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6441	6.99	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10115	6.97	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10636	6.96	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10611	6.96	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8312	6.95	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6996	6.91	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_865	6.91	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5828	6.90	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8848	6.90	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7223	6.88	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7656	6.88	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4824	6.87	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1276	6.86	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9486	6.84	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10098	6.84	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10288	6.84	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5832	6.82	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_302	6.81	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_2573	6.81	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_242	6.80	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6609	6.79	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7173	6.79	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_2304	6.79	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5791	6.79	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4838	6.78	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6331	6.78	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6086	6.76	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_188	6.76	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11339	6.75	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9696	6.75	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9209	6.73	tp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7687	6.73	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1585	6.72	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1334	6.72	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7578	6.72	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8197	6.71	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5110	6.71	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10585	6.69	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7158	6.69	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11794	6.69	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9462	6.69	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10807	6.68	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10811	6.68	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1073	6.67	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11186	6.67	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3898	6.67	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10135	6.66	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5067	6.66	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3813	6.66	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7389	6.65	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8610	6.65	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11241	6.64	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6792	6.64	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3170	6.64	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8727	6.64	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7455	6.63	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11036	6.63	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1744	6.63	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5500	6.63	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11050	6.63	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10887	6.63	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_8327	6.62	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6782	6.61	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7853	6.61	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4089	6.61	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10192	6.61	tp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_628	6.60	fp	1
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5155	6.59	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_7739	6.58	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4965	6.57	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_9318	6.56	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_581	6.56	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_5367	6.56	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_1619	6.56	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3953	6.55	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4327	6.54	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11427	6.54	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_11894	6.53	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_6761	6.53	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4000	6.52	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_3730	6.51	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_895	6.51	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_4401	6.50	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10336	6.49	tp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_10142	6.49	fp	0
/ssd/users/wergillius/Project/UTR_VAE/ipynb/network_interpretation/save_motif/human_+pr_n4000_Nov24_cv2.txt	human_l3_f_71		non_viral_2179	6.49	fp	0
